S1,S2,Rate
0.0,1.5,0.0
0.10101010101010101,1.5,0.4862236628849271
0.20202020202020202,1.5,0.64034151547492
0.30303030303030304,1.5,0.7159904534606205
0.40404040404040403,1.5,0.7609384908053265
0.5050505050505051,1.5,0.790722192936215
0.6060606060606061,1.5,0.8119079837618403
0.7070707070707071,1.5,0.8277493102089082
0.8080808080808081,1.5,0.8400420021001048
0.9090909090909091,1.5,0.8498583569405098
1.0101010101010102,1.5,0.8578781812982555
1.1111111111111112,1.5,0.8645533141210374
1.2121212121212122,1.5,0.870195794053662
1.3131313131313131,1.5,0.8750280457706976
1.4141414141414141,1.5,0.8792128951224618
1.5151515151515151,1.5,0.8828722778104768
1.6161616161616161,1.5,0.8860993169651097
1.7171717171717171,1.5,0.8889663587240717
1.8181818181818181,1.5,0.8915304606240713
1.9191919191919191,1.5,0.893837227536459
2.0202020202020203,1.5,0.8959235478572494
2.121212121212121,1.5,0.8978195810175286
2.2222222222222223,1.5,0.8995502248875561
2.323232323232323,1.5,0.901136215227896
2.4242424242424243,1.5,0.9025949605114703
2.525252525252525,1.5,0.9039411835603229
2.6262626262626263,1.5,0.9051874202158522
2.727272727272727,1.5,0.9063444108761327
2.8282828282828283,1.5,0.9074214108242412
2.929292929292929,1.5,0.9084264383418605
3.0303030303030303,1.5,0.9093664746892998
3.131313131313131,1.5,0.9102476265048448
3.2323232323232323,1.5,0.9110752586125082
3.3333333333333335,1.5,0.9118541033434651
3.4343434343434343,1.5,0.9125883510781067
3.5353535353535355,1.5,0.9132817256675655
3.6363636363636362,1.5,0.9139375476009137
3.7373737373737375,1.5,0.9145587871796984
3.8383838383838382,1.5,0.9151481094966685
3.9393939393939394,1.5,0.9157079126555528
4.040404040404041,1.5,0.9162403603878749
4.141414141414141,1.5,0.9167474100022359
4.242424242424242,1.5,0.9172308364271673
4.343434343434343,1.5,0.9176922529700502
4.444444444444445,1.5,0.918133129303749
4.545454545454545,1.5,0.9185548071034904
4.646464646464646,1.5,0.9189585136844908
4.747474747474747,1.5,0.9193453739323203
4.848484848484849,1.5,0.9197164207702623
4.94949494949495,1.5,0.9200726043687801
5.05050505050505,1.5,0.9204148002699882
5.151515151515151,1.5,0.9207438165733887
5.252525252525253,1.5,0.92106040030702
5.353535353535354,1.5,0.9213652430897605
5.454545454545454,1.5,0.921658986175115
5.555555555555555,1.5,0.9219422249539029
5.656565656565657,1.5,0.922215512982379
5.757575757575758,1.5,0.9224793655931378
5.858585858585858,1.5,0.9227342631383569
5.959595959595959,1.5,0.9229806539083275
6.0606060606060606,1.5,0.9232189567625788
6.161616161616162,1.5,0.9234495635060807
6.262626262626262,1.5,0.9236728410388835
6.363636363636363,1.5,0.9238891333040032
6.4646464646464645,1.5,0.9240987630553015
6.565656565656566,1.5,0.9243020334644737
6.666666666666667,1.5,0.9244992295839753
6.767676767676767,1.5,0.9246906196807285
6.8686868686868685,1.5,0.9248764564537333
6.96969696969697,1.5,0.9250569781472046
7.070707070707071,1.5,0.9252324095695466
7.171717171717171,1.5,0.9254029630273275
7.2727272727272725,1.5,0.9255688391824141
7.373737373737374,1.5,0.92573022783954
7.474747474747475,1.5,0.9258873086708094
7.575757575757575,1.5,0.9260402518829484
7.6767676767676765,1.5,0.926189218832514
7.777777777777778,1.5,0.9263343625937361
7.878787878787879,1.5,0.9264758284831927
7.979797979797979,1.5,0.926613754545099
8.080808080808081,1.5,0.9267482720006177
8.181818181818182,1.5,0.9268795056642634
8.282828282828282,1.5,0.9270075743301803
8.383838383838384,1.5,0.9271325911308038
8.484848484848484,1.5,0.9272546638701841
8.585858585858587,1.5,0.9273738953340364
8.686868686868687,1.5,0.9274903835783871
8.787878787878787,1.5,0.9276042221985284
8.88888888888889,1.5,0.927715500579822
8.98989898989899,1.5,0.9278243041317717
9.09090909090909,1.5,0.9279307145066501
9.191919191919192,1.5,0.9280348098038547
9.292929292929292,1.5,0.9281366647610719
9.393939393939394,1.5,0.9282363509332268
9.494949494949495,1.5,0.9283339368601241
9.595959595959595,1.5,0.9284294882236048
9.696969696969697,1.5,0.9285230679949703
9.797979797979798,1.5,0.9286147365733796
9.8989898989899,1.5,0.9287045519158479
10.0,1.5,0.9287925696594426
0.0,2.5,0.0
0.10101010101010101,2.5,0.49261083743842365
0.20202020202020202,2.5,0.6514657980456027
0.30303030303030304,2.5,0.7299270072992702
0.40404040404040403,2.5,0.7766990291262136
0.5050505050505051,2.5,0.8077544426494345
0.6060606060606061,2.5,0.8298755186721991
0.7070707070707071,2.5,0.8464328899637242
0.8080808080808081,2.5,0.8592910848549944
0.9090909090909091,2.5,0.8695652173913043
1.0101010101010102,2.5,0.8779631255487269
1.1111111111111112,2.5,0.8849557522123893
1.2121212121212122,2.5,0.8908685968819599
1.3131313131313131,2.5,0.895933838731909
1.4141414141414141,2.5,0.90032154340836
1.5151515151515151,2.5,0.9041591320072331
1.6161616161616161,2.5,0.9075439591605217
1.7171717171717171,2.5,0.9105516871987146
1.8181818181818181,2.5,0.9132420091324202
1.9191919191919191,2.5,0.9156626506024096
2.0202020202020203,2.5,0.9178522257916475
2.121212121212121,2.5,0.9198423127463862
2.2222222222222223,2.5,0.921658986175115
2.323232323232323,2.5,0.9233239662786028
2.4242424242424243,2.5,0.9248554913294796
2.525252525252525,2.5,0.9262689885142643
2.6262626262626263,2.5,0.927577595433464
2.727272727272727,2.5,0.9287925696594427
2.8282828282828283,2.5,0.9299236134174691
2.929292929292929,2.5,0.9309791332263241
3.0303030303030303,2.5,0.9319664492078283
3.131313131313131,2.5,0.9328919650917845
3.2323232323232323,2.5,0.93376130726583
3.3333333333333335,2.5,0.9345794392523362
3.4343434343434343,2.5,0.9353507565337003
3.5353535353535355,2.5,0.9360791655522865
3.6363636363636362,2.5,0.936768149882904
3.7373737373737375,2.5,0.9374208259437545
3.8383838383838382,2.5,0.9380399901258948
3.9393939393939394,2.5,0.9386281588447652
4.040404040404041,2.5,0.939187602723644
4.141414141414141,2.5,0.93972037588815
4.242424242424242,2.5,0.9402283411685693
4.343434343434343,2.5,0.9407131918617369
4.444444444444445,2.5,0.9411764705882352
4.545454545454545,2.5,0.9416195856873819
4.646464646464646,2.5,0.9420438255171
4.747474747474747,2.5,0.9424503709645077
4.848484848484849,2.5,0.9428403064230995
4.94949494949495,2.5,0.9432146294513954
5.05050505050505,2.5,0.9435742592942061
5.151515151515151,2.5,0.9439200444197665
5.252525252525253,2.5,0.9442527692028326
5.353535353535354,2.5,0.9445731598645517
5.454545454545454,2.5,0.9448818897637794
5.555555555555555,2.5,0.9451795841209828
5.656565656565657,2.5,0.9454668242444705
5.757575757575758,2.5,0.9457441513190641
5.858585858585858,2.5,0.9460120698091664
5.959595959595959,2.5,0.9462710505212509
6.0606060606060606,2.5,0.9465215333648839
6.161616161616162,2.5,0.9467639298463447
6.262626262626262,2.5,0.9469986253245761
6.363636363636363,2.5,0.9472259810554804
6.4646464646464645,2.5,0.947446336047372
6.565656565656566,2.5,0.9476600087476306
6.666666666666667,2.5,0.9478672985781987
6.767676767676767,2.5,0.948068487335503
6.8686868686868685,2.5,0.9482638404685539
6.96969696969697,2.5,0.9484536082474225
7.070707070707071,2.5,0.9486380268329041
7.171717171717171,2.5,0.9488173192569825
7.2727272727272725,2.5,0.9489916963226572
7.373737373737374,2.5,0.9491613574307632
7.474747474747475,2.5,0.9493264913406028
7.575757575757575,2.5,0.94948727687049
7.6767676767676765,2.5,0.9496438835436711
7.777777777777778,2.5,0.9497964721845319
7.878787878787879,2.5,0.9499451954694921
7.979797979797979,2.5,0.9500901984365602
8.080808080808081,2.5,0.9502316189571207
8.181818181818182,2.5,0.9503695881731784
8.282828282828282,2.5,0.9505042309029788
8.383838383838384,2.5,0.9506356660176382
8.484848484848484,2.5,0.9507640067911713
8.585858585858587,2.5,0.9508893612260878
8.686868686868687,2.5,0.9510118323565186
8.787878787878787,2.5,0.9511315185306655
8.88888888888889,2.5,0.9512485136741972
8.98989898989899,2.5,0.9513629075360768
9.09090909090909,2.5,0.9514747859181728
9.191919191919192,2.5,0.9515842308898879
9.292929292929292,2.5,0.9516913209889312
9.393939393939394,2.5,0.9517961314092722
9.494949494949495,2.5,0.9518987341772152
9.595959595959595,2.5,0.9519991983164643
9.696969696969697,2.5,0.9520975900029752
9.797979797979798,2.5,0.9521939727103168
9.8989898989899,2.5,0.9522884073462248
10.0,2.5,0.9523809523809522
0.0,5.0,0.0
0.10101010101010101,5.0,0.4975124378109454
0.20202020202020202,5.0,0.6600660066006601
0.30303030303030304,5.0,0.7407407407407408
0.40404040404040403,5.0,0.7889546351084812
0.5050505050505051,5.0,0.8210180623973727
0.6060606060606061,5.0,0.8438818565400843
0.7070707070707071,5.0,0.8610086100861007
0.8080808080808081,5.0,0.8743169398907102
0.9090909090909091,5.0,0.8849557522123894
1.0101010101010102,5.0,0.8936550491510277
1.1111111111111112,5.0,0.9009009009009008
1.2121212121212122,5.0,0.9070294784580498
1.3131313131313131,5.0,0.9122807017543858
1.4141414141414141,5.0,0.9168303863785198
1.5151515151515151,5.0,0.9208103130755063
1.6161616161616161,5.0,0.9243212016175619
1.7171717171717171,5.0,0.9274413529732679
1.8181818181818181,5.0,0.9302325581395349
1.9191919191919191,5.0,0.9327442317133039
2.0202020202020203,5.0,0.9350163627863486
2.121212121212121,5.0,0.9370816599732261
2.2222222222222223,5.0,0.9389671361502346
2.323232323232323,5.0,0.9406952965235171
2.4242424242424243,5.0,0.9422850412249705
2.525252525252525,5.0,0.9437523593808982
2.6262626262626263,5.0,0.9451108687749907
2.727272727272727,5.0,0.9463722397476341
2.8282828282828283,5.0,0.9475465313028762
2.929292929292929,5.0,0.948642459928034
3.0303030303030303,5.0,0.9496676163342828
3.131313131313131,5.0,0.9506286415210057
3.2323232323232323,5.0,0.9515313707998809
3.3333333333333335,5.0,0.9523809523809522
3.4343434343434343,5.0,0.9531819456125596
3.5353535353535355,5.0,0.9539384028345597
3.6363636363636362,5.0,0.9546539379474941
3.7373737373737375,5.0,0.9553317841466562
3.8383838383838382,5.0,0.9559748427672956
3.9393939393939394,5.0,0.9565857247976453
4.040404040404041,5.0,0.9571667863125147
4.141414141414141,5.0,0.9577201588413918
4.242424242424242,5.0,0.9582477754962354
4.343434343434343,5.0,0.9587513935340022
4.444444444444445,5.0,0.9592326139088728
4.545454545454545,5.0,0.9596928982725526
4.646464646464646,5.0,0.9601335838029637
4.747474747474747,5.0,0.9605558961782137
4.848484848484849,5.0,0.9609609609609608
