S1,S2,Rate
4.94949494949495,5.0,0.9613498136158524
5.05050505050505,5.0,0.9617234083477589
5.151515151515151,5.0,0.9620826259196376
5.252525252525253,5.0,0.9624282805848601
5.353535353535354,5.0,0.9627611262488645
5.454545454545454,5.0,0.9630818619582664
5.555555555555555,5.0,0.9633911368015411
5.656565656565657,5.0,0.9636895542935809
5.757575757575758,5.0,0.9639776763064434
5.858585858585858,5.0,0.9642560266001662
5.959595959595959,5.0,0.9645250940003268
6.0606060606060606,5.0,0.9647853352629038
6.161616161616162,5.0,0.9650371776617621
6.262626262626262,5.0,0.9652810213295967
6.363636363636363,5.0,0.9655172413793103
6.4646464646464645,5.0,0.9657461898294853
6.565656565656566,5.0,0.9659681973547332
6.666666666666667,5.0,0.9661835748792269
6.767676767676767,5.0,0.9663926150295687
6.8686868686868685,5.0,0.9665955934612651
6.96969696969697,5.0,0.9667927700714585
7.070707070707071,5.0,0.966984390109131
7.171717171717171,5.0,0.9671706851927531
7.2727272727272725,5.0,0.9673518742442564
7.373737373737374,5.0,0.9675281643472499
7.474747474747475,5.0,0.9676997515365501
7.575757575757575,5.0,0.9678668215253581
7.6767676767676765,5.0,0.9680295503757483
7.777777777777778,5.0,0.9681881051175657
7.878787878787879,5.0,0.9683426443202979
7.979797979797979,5.0,0.9684933186220422
8.080808080808081,5.0,0.9686402712192758
8.181818181818182,5.0,0.9687836383207749
8.282828282828282,5.0,0.9689235495687105
8.383838383838384,5.0,0.9690601284296554
8.484848484848484,5.0,0.9691934925579783
8.585858585858587,5.0,0.9693237541338805
8.686868686868687,5.0,0.9694510201781084
8.787878787878787,5.0,0.969575392845202
8.88888888888889,5.0,0.9696969696969696
8.98989898989899,5.0,0.9698158439577202
9.09090909090909,5.0,0.9699321047526671
9.191919191919192,5.0,0.9700458373307749
9.292929292929292,5.0,0.9701571232732256
9.393939393939394,5.0,0.9702660406885758
9.494949494949495,5.0,0.9703726643955816
9.595959595959595,5.0,0.9704770660945957
9.696969696969697,5.0,0.970579314528359
9.797979797979798,5.0,0.9706794756329428
9.8989898989899,5.0,0.9707776126795442
10.0,5.0,0.9708737864077669
