S1,S2,v,V_max,K_m1,K_m2
1.0,1.5,0.9635974304068518,0.9374999999999998,0.09374999999999986,0.09999999999999988
1.0,2.5,1.0187449062754685,0.9615384615384616,0.09615384615384608,0.09999999999999976
1.0,5.0,1.0633772862611661,0.9803921568627453,0.09803921568627469,0.09999999999999923
